;NO;FR;ES;CH;SE;AT;IT;RO;BG;PT;ME;RS
2015-03-28 18:00:00;5489.3;1657.1;4046.0;404.4;3570.5;184.5;666.6;951.3;609.9;314.9;161.8;111.7
2015-03-28 19:00:00;5489.3;1657.1;4046.0;404.4;3570.5;184.5;666.6;951.3;609.9;314.9;161.8;111.7
2015-03-28 20:00:00;5489.3;1657.1;4046.0;404.4;3570.5;184.5;666.6;951.3;609.9;314.9;161.8;111.7
2015-03-28 21:00:00;5489.3;1657.1;4046.0;404.4;3570.5;184.5;666.6;951.3;609.9;314.9;161.8;111.7
2015-03-28 22:00:00;5489.3;1657.1;4046.0;404.4;3570.5;184.5;666.6;951.3;609.9;314.9;161.8;111.7
2015-03-28 23:00:00;5489.3;1657.1;4046.0;404.4;3570.5;184.5;666.6;951.3;609.9;314.9;161.8;111.7
2015-03-29 00:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 01:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 02:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 03:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 04:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 05:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 06:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 07:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 08:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 09:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 10:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 11:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 12:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 13:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 14:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 15:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 16:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 17:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 18:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 19:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 20:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 21:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 22:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-29 23:00:00;5574.2;1647.0;4107.9;384.4;3588.4;185.9;656.7;950.9;596.7;316.4;164.6;113.6
2015-03-30 00:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 01:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 02:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 03:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 04:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 05:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 06:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 07:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 08:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 09:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 10:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 11:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 12:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 13:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 14:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 15:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 16:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 17:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 18:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 19:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 20:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 21:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 22:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-30 23:00:00;6075.5;1747.6;4152.0;423.3;3837.1;199.0;735.1;960.3;601.6;315.1;145.2;104.7
2015-03-31 00:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 01:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 02:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 03:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 04:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 05:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 06:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 07:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 08:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 09:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 10:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 11:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 12:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 13:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 14:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 15:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 16:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 17:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 18:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 19:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 20:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 21:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 22:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-03-31 23:00:00;6179.7;1696.0;4154.5;433.5;3846.6;199.4;759.4;1008.5;621.0;319.9;177.0;105.4
2015-04-01 00:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 01:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 02:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 03:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 04:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 05:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 06:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 07:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 08:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 09:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 10:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 11:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 12:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 13:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 14:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 15:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 16:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 17:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 18:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 19:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 20:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 21:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 22:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-01 23:00:00;5638.6;1704.7;4428.3;687.8;3167.6;347.3;1021.3;1113.2;592.4;548.5;202.1;186.4
2015-04-02 00:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 01:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 02:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 03:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 04:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 05:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 06:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 07:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 08:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 09:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 10:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 11:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 12:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 13:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 14:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 15:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 16:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 17:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 18:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 19:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 20:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 21:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 22:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-02 23:00:00;5841.0;1736.0;4678.2;700.6;3263.9;356.6;1000.4;1161.6;587.7;572.6;187.6;195.2
2015-04-03 00:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 01:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 02:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 03:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 04:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 05:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 06:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 07:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 08:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 09:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 10:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 11:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 12:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 13:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 14:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 15:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 16:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 17:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 18:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 19:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 20:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 21:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 22:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-03 23:00:00;5837.5;1716.4;4615.4;701.6;3373.4;365.0;1028.9;1164.2;578.9;571.9;164.0;184.7
2015-04-04 00:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 01:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 02:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 03:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 04:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 05:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 06:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 07:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 08:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 09:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 10:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 11:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 12:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 13:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 14:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 15:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 16:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 17:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 18:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 19:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 20:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 21:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 22:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-04 23:00:00;6391.2;1728.6;4659.4;714.9;3625.8;371.1;1042.1;1195.8;589.4;558.1;172.8;193.4
2015-04-05 00:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 01:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 02:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 03:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 04:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 05:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 06:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 07:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 08:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 09:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 10:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 11:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 12:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 13:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 14:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 15:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 16:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 17:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 18:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 19:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 20:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 21:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 22:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-05 23:00:00;6463.4;1787.2;4623.2;729.0;3736.9;378.1;1120.0;1192.9;585.0;558.9;187.6;199.6
2015-04-06 00:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
2015-04-06 01:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
2015-04-06 02:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
2015-04-06 03:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
2015-04-06 04:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
2015-04-06 05:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
2015-04-06 06:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
2015-04-06 07:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
2015-04-06 08:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
2015-04-06 09:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
2015-04-06 10:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
2015-04-06 11:00:00;6689.4;1774.9;4631.2;770.2;3871.0;392.2;1217.6;1205.9;604.3;555.0;167.6;186.5
